"Architecture","Build","CoHigherIsBetter","CoName","CorrectedBuild","CoUnitOfMeasure","CounterID","Flavor","Hidden","InstallType","Lab","LabRunID","Locale","LrFileDeleted","LrFileStoragePath","MachineName","Memory","Milestone","OS_Architecture","OS_Locale","Procs","ResultValue","ResultValueItems","ScFriendlyName","ScName","Sku","StdDev","SubOSName","TcName","TestIterations"
"AMD64","50601.00_DDRPS","False","ElapsedTime","50601.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",108398,"English","True","\\ddrps\logs\BA\DevDiv-Main\50601.00.AMD64RET\108398_VSPERFMSI_RPS","DDPERFX084",4096,"Dev11","AMD64","English",2,74.600000,"74.000000, 110.000000, 66.000000, 48.000000, 75.000000, 291.000000X, 145.000000X","01010. Step Over","01010. Step Over","Visual Studio Ultimate","22.5565954877947","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50531.00_DDRPS","False","ElapsedTime","50531.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",108213,"English","True","\\ddrps\logs\CD\DevDiv-Main\50531.00.AMD64RET\108213_VSPERFMSI_RPS","DDPERFX164",4096,"Dev11","AMD64","English",2,76.600000,"237.000000X, 70.000000, 105.000000, 134.000000X, 48.000000, 91.000000, 69.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","21.9840851526735","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50530.00_DDRPS","False","ElapsedTime","50530.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",108075,"English","True","\\ddrps\logs\CB\DevDiv-Main\50530.00.AMD64RET\108075_VSPERFMSI_RPS","DDPERFX244",4096,"Dev11","AMD64","English",2,71.800000,"84.000000, 109.000000X, 63.000000, 43.000000X, 81.000000, 84.000000, 47.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","16.3920712541155","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50529.01_DDRPS","False","ElapsedTime","50529.01","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",107899,"English","True","\\ddrps\logs\CB\DevDiv-Main\50529.01.AMD64RET\107899_VSPERFMSI_RPS","DDPERFX235",4096,"Dev11","AMD64","English",2,79.000000,"121.000000, 55.000000, 61.000000, 315.000000X, 79.000000, 79.000000, 234.000000X","01010. Step Over","01010. Step Over","Visual Studio Ultimate","25.8069758011279","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50525.01_DDRPS","False","ElapsedTime","50525.01","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",107619,"English","True","\\ddrps\logs\BC\DevDiv-Main\50525.01.AMD64RET\107619_VSPERFMSI_RPS","DDPERFX064",4096,"Dev11","AMD64","English",2,112.200000,"62.000000X, 87.000000X, 121.000000, 108.000000, 109.000000, 102.000000, 121.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","8.46758525200666","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50524.01_DDRPS","False","ElapsedTime","50524.01","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",107492,"English","True","\\ddrps\logs\AE\DevDiv-Main\50524.01.AMD64RET\107492_VSPERFMSI_RPS","DDPERFX011",4096,"Dev11","AMD64","English",2,111.800000,"123.000000, 57.000000X, 92.000000, 109.000000, 131.000000, 104.000000, 60.000000X","01010. Step Over","01010. Step Over","Visual Studio Ultimate","15.4499190936393","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50523.02_DDRPS","False","ElapsedTime","50523.02","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",107335,"English","True","\\ddrps\logs\AC\DevDiv-Main\50523.02.AMD64RET\107335_VSPERFMSI_RPS","DDPERFX217",4096,"Dev11","AMD64","English",2,72.200000,"54.000000, 64.000000, 233.000000X, 85.000000, 94.000000, 64.000000, 109.000000X","01010. Step Over","01010. Step Over","Visual Studio Ultimate","16.6192659284338","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50522.00_DDRPS","False","ElapsedTime","50522.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",107169,"English","True","\\ddrps\logs\BF\DevDiv-Main\50522.00.AMD64RET\107169_VSPERFMSI_RPS","DDPERFX014",4096,"Dev11","AMD64","English",2,89.800000,"62.000000, 38.000000X, 269.000000X, 122.000000, 52.000000, 104.000000, 109.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","30.8577380894971","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50521.00_DDRPS","False","ElapsedTime","50521.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",106990,"English","True","\\ddrps\logs\BB\DevDiv-Main\50521.00.AMD64RET\106990_VSPERFMSI_RPS","DDPERFX077",4096,"Dev11","AMD64","English",2,79.000000,"48.000000, 99.000000, 102.000000, 283.000000X, 41.000000X, 98.000000, 48.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","28.3372546306095","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50519.01_DDRPS","False","ElapsedTime","50519.01","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",106923,"English","True","\\ddrps\logs\AE\DevDiv-Main\50519.01.AMD64RET\106923_VSPERFMSI_RPS","DDPERFX214",4096,"Dev11","AMD64","English",2,76.400000,"65.000000, 67.000000, 67.000000, 140.000000X, 95.000000, 88.000000, 154.000000X","01010. Step Over","01010. Step Over","Visual Studio Ultimate","14.0285423334002","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50518.00_DDRPS","False","ElapsedTime","50518.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",106792,"English","True","\\ddrps\logs\AD\DevDiv-Main\50518.00.AMD64RET\106792_VSPERFMSI_RPS","DDPERFX235",4096,"Dev11","AMD64","English",2,79.800000,"129.000000, 137.000000X, 48.000000, 55.000000, 172.000000X, 46.000000, 121.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","41.4933729648483","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50517.00_DDRPS","False","ElapsedTime","50517.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",106578,"English","True","\\ddrps\logs\CD\DevDiv-Main\50517.00.AMD64RET\106578_VSPERFMSI_RPS","DDPERFX173",4096,"Dev11","AMD64","English",2,77.600000,"62.000000, 232.000000X, 348.000000X, 105.000000, 101.000000, 41.000000, 79.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","26.8477187112797","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50515.00_DDRPS","False","ElapsedTime","50515.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",106261,"English","True","\\ddrps\logs\AF\DevDiv-Main\50515.00.AMD64RET\106261_VSPERFMSI_RPS","DDPERFX181",4096,"Dev11","AMD64","English",2,74.000000,"63.000000, 124.000000X, 66.000000, 111.000000, 142.000000X, 44.000000, 86.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","25.4852898747493","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50514.00_DDRPS","False","ElapsedTime","50514.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",106103,"English","True","\\ddrps\logs\BE\DevDiv-Main\50514.00.AMD64RET\106103_VSPERFMSI_RPS","DDPERFX087",4096,"Dev11","AMD64","English",2,102.600000,"264.000000X, 117.000000, 123.000000, 58.000000, 107.000000, 108.000000, 185.000000X","01010. Step Over","01010. Step Over","Visual Studio Ultimate","25.7934100110862","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50511.01_DDRPS","False","ElapsedTime","50511.01","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",105933,"English","True","\\ddrps\logs\CF\DevDiv-Main\50511.01.AMD64RET\105933_VSPERFMSI_RPS","DDPERFX045",4096,"Dev11","AMD64","English",2,106.800000,"139.000000, 93.000000, 309.000000X, 131.000000, 79.000000, 57.000000X, 92.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","26.4801812682618","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50510.00_DDRPS","False","ElapsedTime","50510.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",105674,"English","True","\\ddrps\logs\BA\DevDiv-Main\50510.00.AMD64RET\105674_VSPERFMSI_RPS","DDPERFX088",4096,"Dev11","AMD64","English",2,117.400000,"52.000000X, 85.000000X, 132.000000, 138.000000, 97.000000, 113.000000, 107.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","17.1842951557519","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50509.00_DDRPS","False","ElapsedTime","50509.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",105513,"English","True","\\ddrps\logs\CA\DevDiv-Main\50509.00.AMD64RET\105513_VSPERFMSI_RPS","DDPERFX271",4096,"Dev11","AMD64","English",2,88.200000,"57.000000, 116.000000, 64.000000, 104.000000, 100.000000, 239.000000X, 181.000000X","01010. Step Over","01010. Step Over","Visual Studio Ultimate","26.0806441638239","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50508.00_DDRPS","False","ElapsedTime","50508.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",105342,"English","True","\\ddrps\logs\CE\DevDiv-Main\50508.00.AMD64RET\105342_VSPERFMSI_RPS","DDPERFX157",4096,"Dev11","AMD64","English",2,108.200000,"63.000000X, 111.000000, 133.000000, 167.000000X, 119.000000, 93.000000, 85.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","19.4216374180964","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50507.00_DDRPS","False","ElapsedTime","50507.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",105224,"English","True","\\ddrps\logs\AB\DevDiv-Main\50507.00.AMD64RET\105224_VSPERFMSI_RPS","DDPERFX247",4096,"Dev11","AMD64","English",2,104.400000,"100.000000, 137.000000, 101.000000, 116.000000, 37.000000X, 68.000000, 273.000000X","01010. Step Over","01010. Step Over","Visual Studio Ultimate","25.2645997395565","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50505.00_DDRPS","False","ElapsedTime","50505.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",105113,"English","True","\\ddrps\logs\AB\DevDiv-Main\50505.00.AMD64RET\105113_VSPERFMSI_RPS","DDPERFX066",4096,"Dev11","AMD64","English",2,93.000000,"118.000000, 118.000000, 174.000000X, 273.000000X, 58.000000, 54.000000, 117.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","33.8082830087539","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50504.00_DDRPS","False","ElapsedTime","50504.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",104917,"English","True","\\ddrps\logs\BF\DevDiv-Main\50504.00.AMD64RET\104917_VSPERFMSI_RPS","DDPERFX169",4096,"Dev11","AMD64","English",2,62.800000,"66.000000, 62.000000, 239.000000X, 106.000000X, 59.000000, 72.000000, 55.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","6.5345237010818","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50503.00_DDRPS","False","ElapsedTime","50503.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",104754,"English","True","\\ddrps\logs\BD\DevDiv-Main\50503.00.AMD64RET\104754_VSPERFMSI_RPS","DDPERFX269",4096,"Dev11","AMD64","English",2,93.000000,"184.000000X, 81.000000, 116.000000, 106.000000, 54.000000, 108.000000, 263.000000X","01010. Step Over","01010. Step Over","Visual Studio Ultimate","25.4361946839538","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50502.00_DDRPS","False","ElapsedTime","50502.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",104572,"English","True","\\ddrps\logs\BC\DevDiv-Main\50502.00.AMD64RET\104572_VSPERFMSI_RPS","DDPERFX089",4096,"Dev11","AMD64","English",2,113.200000,"78.000000X, 113.000000, 124.000000, 113.000000, 101.000000, 115.000000, 88.000000X","01010. Step Over","01010. Step Over","Visual Studio Ultimate","8.19756061276772","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50501.00_DDRPS","False","ElapsedTime","50501.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",104386,"English","True","\\ddrps\logs\CC\DevDiv-Main\50501.00.AMD64RET\104386_VSPERFMSI_RPS","DDPERFX239",4096,"Dev11","AMD64","English",2,92.600000,"73.000000, 119.000000, 292.000000X, 120.000000, 168.000000X, 49.000000, 102.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","30.9079277856022","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50430.00_DDRPS","False","ElapsedTime","50430.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",104219,"English","True","\\ddrps\logs\AC\DevDiv-Main\50430.00.AMD64RET\104219_VSPERFMSI_RPS","DDPERFX076",4096,"Dev11","AMD64","English",2,66.400000,"65.000000, 98.000000, 68.000000, 121.000000X, 54.000000, 47.000000, 134.000000X","01010. Step Over","01010. Step Over","Visual Studio Ultimate","19.5780489324141","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50428.00_DDRPS","False","ElapsedTime","50428.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",104146,"English","True","\\ddrps\logs\AC\DevDiv-Main\50428.00.AMD64RET\104146_VSPERFMSI_RPS","DDPERFX068",4096,"Dev11","AMD64","English",2,115.800000,"99.000000, 128.000000, 129.000000, 241.000000X, 161.000000, 378.000000X, 62.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","37.2249916051032","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50427.00_DDRPS","False","ElapsedTime","50427.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",103968,"English","True","\\ddrps\logs\AD\DevDiv-Main\50427.00.AMD64RET\103968_VSPERFMSI_RPS","DDPERFX231",4096,"Dev11","AMD64","English",2,142.800000,"129.000000, 637.000000X, 156.000000, 291.000000X, 68.000000, 223.000000, 138.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","55.7108607005851","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50426.01_DDRPS","False","ElapsedTime","50426.01","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",103840,"English","True","\\ddrps\logs\AE\DevDiv-Main\50426.01.AMD64RET\103840_VSPERFMSI_RPS","DDPERFX094",4096,"Dev11","AMD64","English",2,105.200000,"119.000000, 100.000000, 80.000000X, 131.000000X, 90.000000, 106.000000, 111.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","10.9863551735778","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50425.00_DDRPS","False","ElapsedTime","50425.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",103636,"English","True","\\ddrps\logs\CD\DevDiv-Main\50425.00.AMD64RET\103636_VSPERFMSI_RPS","DDPERFX097",4096,"Dev11","AMD64","English",2,78.600000,"230.000000X, 119.000000X, 95.000000, 72.000000, 66.000000, 62.000000, 98.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","16.7570880525227","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50424.00_DDRPS","False","ElapsedTime","50424.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",103463,"English","True","\\ddrps\logs\AF\DevDiv-Main\50424.00.AMD64RET\103463_VSPERFMSI_RPS","DDPERFX038",4096,"Dev11","AMD64","English",2,82.500000,"83.000000, 531.000000X, 83.000000, 84.000000, 80.000000, 87.000000X","01010. Step Over","01010. Step Over","Visual Studio Ultimate","1.73205080756888","No Service Pack","devdiv\vc\Auto7",4
"AMD64","50423.00_DDRPS","False","ElapsedTime","50423.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",103279,"English","True","\\ddrps\logs\BB\DevDiv-Main\50423.00.AMD64RET\103279_VSPERFMSI_RPS","DDPERFX142",4096,"Dev11","AMD64","English",2,78.400000,"70.000000, 74.000000, 81.000000, 84.000000, 43.000000X, 133.000000X, 83.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","6.107372593841","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50421.00_DDRPS","False","ElapsedTime","50421.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",103185,"English","True","\\ddrps\logs\BF\DevDiv-Main\50421.00.AMD64RET\103185_VSPERFMSI_RPS","DDPERFX091",4096,"Dev11","AMD64","English",2,88.000000,"142.000000X, 65.000000, 65.000000, 124.000000, 67.000000, 169.000000X, 119.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","30.6431068920891","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50420.00_DDRPS","False","ElapsedTime","50420.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",103030,"English","True","\\ddrps\logs\BE\DevDiv-Main\50420.00.AMD64RET\103030_VSPERFMSI_RPS","DDPERFX231",4096,"Dev11","AMD64","English",2,78.600000,"80.000000, 77.000000, 76.000000, 78.000000, 82.000000, 89.000000X, 285.000000X","01010. Step Over","01010. Step Over","Visual Studio Ultimate","2.4083189157585","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50419.00_DDRPS","False","ElapsedTime","50419.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",102847,"English","True","\\ddrps\logs\AA\DevDiv-Main\50419.00.AMD64RET\102847_VSPERFMSI_RPS","DDPERFX165",4096,"Dev11","AMD64","English",2,84.400000,"53.000000X, 92.000000, 103.000000, 152.000000X, 58.000000, 100.000000, 69.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","19.8821528009418","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50418.00_DDRPS","False","ElapsedTime","50418.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",102696,"English","True","\\ddrps\logs\CF\DevDiv-Main\50418.00.AMD64RET\102696_VSPERFMSI_RPS","DDPERFX217",4096,"Dev11","AMD64","English",2,70.200000,"67.000000, 64.000000, 74.000000, 114.000000X, 48.000000X, 73.000000, 73.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","4.43846820423441","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50417.00_DDRPS","False","ElapsedTime","50417.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",102516,"English","True","\\ddrps\logs\CB\DevDiv-Main\50417.00.AMD64RET\102516_VSPERFMSI_RPS","DDPERFX247",4096,"Dev11","AMD64","English",2,78.200000,"63.000000X, 71.000000, 88.000000, 82.000000, 124.000000X, 79.000000, 71.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","7.32802838422449","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50416.00_DDRPS","False","ElapsedTime","50416.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",102357,"English","True","\\ddrps\logs\BA\DevDiv-Main\50416.00.AMD64RET\102357_VSPERFMSI_RPS","DDPERFX164",4096,"Dev11","AMD64","English",2,82.400000,"86.000000, 103.000000X, 76.000000, 81.000000, 87.000000, 82.000000, 75.000000X","01010. Step Over","01010. Step Over","Visual Studio Ultimate","4.39317652729768","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50414.00_DDRPS","False","ElapsedTime","50414.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",102283,"English","True","\\ddrps\logs\CF\DevDiv-Main\50414.00.AMD64RET\102283_VSPERFMSI_RPS","DDPERFX181",4096,"Dev11","AMD64","English",2,85.400000,"145.000000X, 73.000000, 88.000000, 73.000000, 115.000000, 130.000000X, 78.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","17.6436957579754","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50413.00_DDRPS","False","ElapsedTime","50413.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",102148,"English","True","\\ddrps\logs\CE\DevDiv-Main\50413.00.AMD64RET\102148_VSPERFMSI_RPS","DDPERFX089",4096,"Dev11","AMD64","English",2,81.000000,"83.000000, 88.000000, 78.000000, 96.000000X, 149.000000X, 75.000000, 81.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","4.94974746830583","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50412.00_DDRPS","False","ElapsedTime","50412.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",101997,"English","True","\\ddrps\logs\AB\DevDiv-Main\50412.00.AMD64RET\101997_VSPERFMSI_RPS","DDPERFX173",4096,"Dev11","AMD64","English",2,69.000000,"92.000000X, 67.000000, 60.000000, 60.000000, 94.000000X, 86.000000, 72.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","10.770329614269","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50411.00_DDRPS","False","ElapsedTime","50411.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",101841,"English","True","\\ddrps\logs\BF\DevDiv-Main\50411.00.AMD64RET\101841_VSPERFMSI_RPS","DDPERFX159",4096,"Dev11","AMD64","English",2,81.800000,"187.000000X, 137.000000X, 68.000000, 84.000000, 91.000000, 97.000000, 69.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","12.9884564132926","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50409.00_DDRPS","False","ElapsedTime","50409.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",101526,"English","True","\\ddrps\logs\BB\DevDiv-Main\50409.00.AMD64RET\101526_VSPERFMSI_RPS","DDPERFX226",4096,"Dev11","AMD64","English",2,80.000000,"104.000000, 68.000000, 145.000000X, 122.000000X, 69.000000, 85.000000, 74.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","15.0166574176812","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50407.00_DDRPS","False","ElapsedTime","50407.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",101447,"English","True","\\ddrps\logs\CB\DevDiv-Main\50407.00.AMD64RET\101447_VSPERFMSI_RPS","DDPERFX165",4096,"Dev11","AMD64","English",2,88.400000,"172.000000X, 108.000000, 499.000000X, 119.000000, 87.000000, 65.000000, 63.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","25.075884829852","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50406.00_DDRPS","False","ElapsedTime","50406.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",101300,"English","True","\\ddrps\logs\CA\DevDiv-Main\50406.00.AMD64RET\101300_VSPERFMSI_RPS","DDPERFX046",4096,"Dev11","AMD64","English",2,78.600000,"53.000000, 124.000000X, 143.000000X, 80.000000, 116.000000, 60.000000, 84.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","24.6536001427783","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50405.00_DDRPS","False","ElapsedTime","50405.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",101138,"English","True","\\ddrps\logs\AC\DevDiv-Main\50405.00.AMD64RET\101138_VSPERFMSI_RPS","DDPERFX190",4096,"Dev11","AMD64","English",2,66.200000,"129.000000X, 95.000000X, 57.000000, 50.000000, 85.000000, 68.000000, 71.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","13.4796142378037","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50404.00_DDRPS","False","ElapsedTime","50404.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",100980,"English","True","\\ddrps\logs\BC\DevDiv-Main\50404.00.AMD64RET\100980_VSPERFMSI_RPS","DDPERFX114",4096,"Dev11","AMD64","English",2,76.000000,"61.000000X, 66.000000, 81.000000, 119.000000X, 84.000000, 69.000000, 80.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","7.96868872525461","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50402.00_DDRPS","False","ElapsedTime","50402.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",100710,"English","True","\\ddrps\logs\CD\DevDiv-Main\50402.00.AMD64RET\100710_VSPERFMSI_RPS","DDPERFX091",4096,"Dev11","AMD64","English",2,85.800000,"74.000000, 377.000000X, 84.000000, 80.000000, 91.000000, 61.000000X, 100.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","10.0598210719675","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50330.00_DDRPS","False","ElapsedTime","50330.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",100527,"English","True","\\ddrps\logs\BE\DevDiv-Main\50330.00.AMD64RET\100527_VSPERFMSI_RPS","DDPERFX071",4096,"Dev11","AMD64","English",2,65.200000,"59.000000, 69.000000, 184.000000X, 76.000000, 59.000000, 63.000000, 76.000000X","01010. Step Over","01010. Step Over","Visual Studio Ultimate","7.29383301152417","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50329.00_DDRPS","False","ElapsedTime","50329.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",100404,"English","True","\\ddrps\logs\AF\DevDiv-Main\50329.00.AMD64RET\100404_VSPERFMSI_RPS","DDPERFX138",4096,"Dev11","AMD64","English",2,123.400000,"148.000000, 109.000000, 112.000000, 130.000000, 51.000000X, 74.000000X, 118.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","15.9311016568221","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50328.00_DDRPS","False","ElapsedTime","50328.00","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",100273,"English","True","\\ddrps\logs\AB\DevDiv-Main\50328.00.AMD64RET\100273_VSPERFMSI_RPS","DDPERFX237",4096,"Dev11","AMD64","English",2,88.400000,"104.000000, 51.000000X, 80.000000, 79.000000, 78.000000, 101.000000, 121.000000X","01010. Step Over","01010. Step Over","Visual Studio Ultimate","12.934450123604","No Service Pack","devdiv\vc\Auto7",5
"AMD64","50327.01_DDRPS","False","ElapsedTime","50327.01","ms",928505,"RET","False","VSPERFMSI_RPS","DevDiv-Main",100171,"English","False","\\ddrps\logs\AE\DevDiv-Main\50327.01.AMD64RET\100171_VSPERFMSI_RPS","DDPERFX215",4096,"Dev11","AMD64","English",2,112.800000,"63.000000X, 81.000000, 207.000000X, 142.000000, 88.000000, 122.000000, 131.000000","01010. Step Over","01010. Step Over","Visual Studio Ultimate","26.9016728104406","No Service Pack","devdiv\vc\Auto7",5
